guna_word;spanish_word;synonyms
Burwa;Viento;Brisa, Aire, Soplo, , 
Burwagammu;Tornado;Tifón, , , , 
Burwaored;Viento huracanado;vendaval
Buwar;Palo principal de la casa;
Dabgala;Garza;Garzota, Cigueña, , , 
Dabu;Barracuda;Pez, , , , 
Dabugared;Pez aguja;Pez aguja 
Dabur;Canoa;Batel, , , , 
Absar;Vello,Barba;Pelo, Pelusa, , , 
Dabuulu;Canoa;Batel, , , , 
Obur;Canao;Batel, , , , 
Dabuswiili;Pez sierra;
Dada;Abuelo;
Dad;Abuelo;
Babser;Abuelo;
Babsered;Abuelo;
Dada;Anciano;Veterano, Viejo, Sol, , 
Dadag;Sobrio;Despierto, , , , 
Dadagga;Sobrio;Despierto, , , , 
Siga;Vello;Barba, Pelo, Pelusa, , 
Daddummad;Bisabuelo;
Dadgaleged;Eclipse solar;
Dadgan;Antepasados;
Babgan;Antepasados;
Dadibe;Sol;
Dada;Sol;
Dad;Sol;
Dadnade;Tarde;Por la tarde, , , , 
Sedo;Tarde;Por la tarde, , , , 
Dadnaggwe;Este;Levante, Por donde sale el sol, Oriente, , 
Absoged;Leer;Dialogar, Conversar, Especialista, , 
Dadyoggor;Tatarabuelo;
Dadyoggu;Mediodia;
Daed;Cultura;Conducta, Estilo de vida, Compartarse, , 
Dagar;Helicona hojas parecidas al de guineo;
Daged;Venir;
Daggarmagged;Brillar;Resplandecer, Fulgurar, , , 
Ibyed;Brillar;Resplandecer, Fulgurar, , , 
Dagge;Ortiga;Planta medicinal 
Dagged;Mirar;Observar, No perder de vista, Otear, , 
Dagnaed;Ir a ver;Encaminarse a observar, , , , 
Abu;Pez loro;
Dagsig;Atrás;Detrás, , , , 
Dagsiggi;Atrás;Detrás, , , , 
Dagu;Aguamala;Medusa, , , , 
Dain;Cocodrilo;Caimán, Lagarto, , , 
Dala;Ojos;Vista, , , , 
Ibya;Ojos;
Dalasulid;Ciego;Invidente, , , , 
Ibyasulid;Ciego;Invidente, , , , 
Dali;Una brazada;
Dalloged;Fallar el tiro;
Abuabu;Objeto blando desmenuzado;
Gwabboed;Fallar el tiro;Errar, , , , 
Dalued;Derretir;Licuar, Disolver, , , 
Dambed;Frío;
Danar;Grupo;Conjunto, Agrupado, , , 
Danale;Grupo;Conjunto, Agrupado, , , 
Darbogwad;Doble;Gemelo, , , , 
Dargwa;Oteo;
Dasi;Pez candil;Zorro, , , , 
Dear;Río abajo;
Deale;Río abjo;
Aulale;En lugar de;
Adared;Destruirsse;Espacirse, Desparramarse, , , 
Deddereged;Sin punta;Romo, , , , 
Gaggored;Sin punta;Romo, , , , 
Dedgar;Instrumento hecho de cráneo de armadillo;
Dedegala;Instrumento de armadillo;
Deemagged;Gotear;
Yagged;Gotear;
Degidde;Hola;Expresión de saludo, , , , 
Naa;Hola;
Anna;Hola;
Degii;Así es;
Addagged;Despertarse;Fijarse, Pelarse, , , 
Nabiri;Así es;
Dasi;Pez candil;
Demar;Mar;Oceáno, , , , 
Muubille;Mar;Oceáno, , , , 
Demargagan;Algas marinas;
Demarob;Algas marinas;
Demarmullugan;Oleajes;Olas, , , , 
Demarwellegan;Oleajes;Olas, , , , 
Dendenne;Pez ronquito;
Di;Agua;
Addar;Cinco;
Dia;Pozo;
Dian;Riachuelo;Arroyo, , , , 
Diba;Araña casera;
Dibamor;Tul;Gasa, , , , 
Dibbagwa;Flaco;
Garagwa;Flaco;Enjuto, , , , 
Dibur;Calabaza para agua;
Diburwa;Viento;Del este, , , , 
Dibyed;Freir;
Diddiregwa;Agua cristalina;Clara, , , , 
Addale;Cinco;
Didi;Mono tití;
Didigwa;Monto tití;
Didod;Cormorán;Cuervo marino, , , , 
Dodo;Cormorán;Cuervo marino, , , , 
Didordo;Paraguas;
Diduleged;Ahogarse;
Gundileged;Ahogarse;
Gundoleged;Ahogarse;
Digammu;Acueducto;
Digar;Agua caliente;
Addied;Llorar;Gemir, Sollozar, , , 
Diged;Sembrar;Cultivar, enterrar, sepultar, , 
Digegwa;Ratoncillo;Ratilla, , , , 
Diggar;Cadera;Al lado de, , , , 
Diggala;Cadera;Al lado de, , , , 
Diggarba;Alrededor;Derredor, , , , 
Daggarbali;Alrededor;Derredor, , , , 
Diggasur;Lejos;Lejano, Allá, , , 
Diggasuli;Lejoslejano;Allá, , , , 
Edsaa;Lejos;
Digwar;Limo;Algas, , , , 
Boed;llorar;Gemir, Sollozar, , , 
Dibormo;Balde;Vasija grande, , , , 
Dibuglu;Calabaza para agua;
Dibur;Calabaza para agua;
Digurguli;Lluvia torrencial;
Diirmagged;Corriente fluvial;
Sugge;Corriente fluvial;
Diwied;Lluvia;Aguacero, Chaparrón, Llover, , 
Negaddied;Luvia;Aguacero, , , , 
Dilla;Arbol de palo santo;Guayabo, , , , 
Dillanii;Marzo;
addoged;Juntar;Unir, , , , 
Dimadda;Charca;Lodo, Estanque, , , 
Negmadda;Charca;Lodo, Estanque, , , 
Dimaddadummad;Lago;Pántano, Cenagal, , , 
Dimmur;Ostra;
Dimoli;Manatí;Foca, , , , 
Dinagbe;Serpiente marina;
Dinarsiggaled;Alimento de jugo de plátano;Cacao, Desayuno, , , 
Dinna;Seco;Enjuto, , , , 
Dinnagwa;Seco;Enjuto, , , , 
Dinned;Enlazar con arte;
Addued;Arroparse;Cubrirse, Sábana, Cobija, , 
Diobbigwa;Fresco;Frío, , , , 
Diyobbigwa;Fresco;Frío, , , , 
Diobbisulid;Caliente;
Diyobbisulid;Caliente;
Uereged;Caliente;
Dior;Alacran;Escorpión, , , , 
Dirbir;Círculo;Redondo, Circular, , , 
Dirbile;Circulo;Redondo, Circular, , , 
Olole;Circular;
Oroggwagwa;Circulo;Redondo, Circular, , , 
Addursaed;robar;Despojar, Asaltar, Ladron, Bandido, 
Dirigwa;Líquido;Transparente, Claro, , , 
Disegad;Diarrea;
Sadib;Diarrea;
Saabio;diarrea;
Disla;Tijera;
Disnaed;Defecar;Excretar, Deponer, , , 
Aggued;Defecar;Excretar, , , , 
Sadued;Defecar;
Diwar;Río;
Diwala;Rio;Corriente, , , , 
Adsa;Variedad de abejas;
Doa;Quién;
Dobed;Miedo;
Dobgued;Temer;Asustarse, Atemorizarse, , , 
Gwayed;Temer;Asustarse, , , , 
Doddo;Niño;Infante, Pequeño, , , 
Doggogalu;Jardín de párvulos;Hogar de niños, , , , 
Dodo;Caromorón;Cuervo marino, , , , 
Dodoar;Relajado;De broma, No serio, , , 
Dodoale;Relajado;De broma, , , , 
Dodoged;Jugar;Bromear, , , , 
Anar;Por alguien;
Adsiggied;Mojarse;Empaparse, , , , 
Dodoed;Jugar;Bromear, , , , 
Dodua;Pez Corvina;
Doed;Tragar;Devorar, Engullir, , , 
Doga;Abundante;Suficiente, Bastante, , , 
Yaisuli;Abundante;suficientte, Bastante, , , 
Nagege;Abundante;Suficiente, , , , 
Dogdar;Demasiado;En extremo, Excesivo, , , 
Dogdara;Demasiado;En extremo, Excesivo, , , 
Issesuli;Mucho;Excede, , , , 
Doged;Penetrar;Ingresar, Hundir, , , 
Adsule;pasado mañana;
Doggus;Exagerado;Desmedido, , , , 
Doggusa;Exagerado;Desmedido, , , , 
Dogagusa;Exagerado;Desmedido, , , , 
Dollomagged;Toser;Tos, , , , 
Dolo;Instrumento musical de bambú;
Dollomagged;Toser;Tos, , , , 
Dommomagged;Chapotear;Nadar, , , , 
Gommomagged;Chapotear;Nadar, , , , 
Dongwen;Cuarenta centavos;
Donni;Pequeñito;Cortito, Diminuto, , , 
Adswer;Anzuelo;
Donnigwa;Pequeñito;Cortito, Diminuto, , , 
Dosin;Docena;
Dua;Muslo;Pierna, , , , 
Duagar;Fémur;
Duagala;Fémur;
Duamagged;Patalear;Revolcarse, , , , 
Bindumagged;Patalear;Revolcarse, , , , 
Dub;Hilo;Cuerda, Soga, , , 
Duba;Hilo;Soga, Cuerda, , , 
Dub;Isla;Islote, , , , 
Adswerdub;Hilo de pescar;
Dubbu;Isla;Islote, , , , 
Duddu;Flor;
Duddugalu;Jardín;
Duddugwa;Blando;Suave, , , , 
Duddumola;Amarillo;
Gorogwad;Amarillo;
Duddusulid;Fuerte;Duro, Recio, Sólido, , 
Selelleged;Fuerte;Duro, Recio, Sólido, , 
Dudied;Sumergir;Remojar, , , , 
Dudu;Coloradilla;Cresta de gallina, , , , 
Adsweryala;Albahaca;
Duggar;Cuello;Pescuezo, , , , 
Duggin;Inclinado;Por sí mismo, , , , 
Duggu;Punta;Extremo, Cumbre, Fin, , 
Duggued;Esconderse;Refugiarse, Ocultarse, , , 
Dugla;Conchas pequeñas de mar;
Dugu;Mero;
Dula;Vivo;Comunidad, Gente, , , 
Dulanied;Guía;Dirigente, , , , 
Idued;Guía;Dirigente, , , , 
Dummad;Guía;Dirigente, , , , 
Agbined;Volterearse;Girar, rodar, volverse, , 
Dulasagla;Está bien vivo;
Dule;Persona;Individuo, , , , 
Duled;Pus;Supuración, , , , 
Dulemas;Comida guna;
Dulemasi;Comida guna;
Dullumagged;Agacharse;Inclinarse, esquinarse, , , 
Dulub;Langosta;
Dumgued;Tamaño;crecer, agrandarse, , , 
Dummad;Grande;Jefe, Guía, , , 
Dunnudunnu;Arrugado;ajado, , , , 
Abired;volver;regresar, retornar, tornar, , 
Sinnisinni;Arrugado;ajado, , , , 
Babbibabbi;Arrugado;ajado, , , , 
Dunu;Cocuyo;
Dunued;Pañuelo de la cabeza;
Muswe;Pañuelo;
Durbamagged;Florecer;
durdagged;Aprender;instruirse, educarse, , , 
Durdaglegoed;Objetivo;
Amilegoed;Objetivo;
Durgwen;Veinte;
Agdeged;Bajarse;descender, , , , 
Dulagwen;Veinte;
Durmied;Barrer;
Durwied;Barrer;
Neggwaied;Barrer;
Durwa;Basura;desperdicio, sobrante, , , 
Ibdurwa;Basura;desperdicio, , , , 
Durwied;Barrer;
Durmied;Barrer;
Dusi;Papera;papo, , , , 
Dusolo;Abseso;
Duule;abambado;arqueado, , , , 
Agdied;Pértiga;palanca, palo para mover cayuco, , , 
Duuru;Fruta verde;
El;Su;
Eared;Desmantelar;deshacer, demoler, , , 
Earmagged;Desenrollar;
Ebayed;Enrollar;devanar, , , , 
Ebenne;Hace tiempo;
Ebbinne;Hace tiempo;
Ebibbied;Arrastrar;Tirar, impulsar, , , 
Ebied;Jalar;tirar, halar, , , 
Ebined;Rayar;afilar, , , , 
Agdiggi;pesado;sólido, , , , 
Ebinsaed;Recordar;acordarse, conmemorar, , , 
Insaed;Recordar;acordarse,conmemorar, , , , 
Ebired;rodear;Rondar, Cercar, asediar, , 
Ebised;Contar;enumerar, , , , 
Ebo;Juntos los dos;en par, aparejado, , , 
Ebogwa;Juntos los dos;en par, parajeado, , , 
Ebued;Tocar;manipular, manosear, usar, , 
Edarbed;Esperar;aguardar, , , , 
Abdagged;Esperar;aguardar, , , , 
Abiddoged;Esperar;aguardar, , , , 
Anale;Por algo;
Anale;Por alguien;
Agdiggirba;Pesado;
Edared;Pelar;quitar cáscara, , , , 
Enubed;Pelar;quitr cáscara, , , , 
Obusged;Pelar;quitar la cáscara, , , , 
Edied;Cerrar;Trancar, Obstruir, , , 
Edinned;Amarrar;Atar, ligar, , , 
Edsaa;Lejos;lejano, allá, , , 
Diggasur;Lejos;lejano, , , , 
Diggasuli;Lejos;lejano, , , , 
Edued;Tapar;cubir, resguardar, cerrar, , 
Egaar;Abierto;
Uggusuli;pesado;sólido, , , , 
Egaale;Abierto;
Argaar;Abierto;
Egaed;Abrir;partir, , , , 
Egesig;Allá;Hacia allá, , , , 
Wesig;Allá;Hacia allá, , , , 
Weba;Allá;
Egised;Pedir;indagar, exigir, , , 
Egured;Escurrir;Secar, , , , 
Ogured;Escurrir;secar, moler, , , 
Egwaed;Seleccionar;escoger, , , , 
Agdiggued;Peso;
Elied;Borrar;tachar, eliiminar, , , 
Eloed;Lamer;relamer, , , , 
Emala;Igual; cómo, , , , 
Nayobi;Igual;como, , , , 
Yobi;Igual;
Emarbi;Igual;lo mismo, uniforme, , , 
Balibi;Igual;Lo mismo, , , , 
Emi;Hoy;Actualmente, , , , 
Emied;Socolar;desmontar, , , , 
Emigi;Ya;ahora, en este momento, , , 
Agdir;Piedra lija;
Emisgi;Ya;ahora, en este moemnto, , , 
Emis;Ahora;hace poco, , , , 
Emisgwa;Ahora;hace poco, , , , 
Emisbinne;Ahora mismo;en acto, al instante, , , 
Emissunna;Ahora mismo;
Enaed;Patear;
Engued;Hincharse;inflarse, abultarse, , , 
Mued;Hincharse;inflarse, , , , 
Enied;Desplumar;
Enired;Pegar;engomar, soldar, , , 
Agdoged;Levantar;alzat, , , , 
Enoed;Llenar;Rellenar, Colmar, , , 
Enoged;Llenar;rellenar, , , , 
Enubed;Pelar;quitar la cáscara, , , , 
Obusged;Pelar;quitar la cascara, , , , 
Edared;Pelar;
Enugged;Lavar;fregar, enjuagar, , , 
Onugged;Lavar;
Eoed;Derramar;verter, , , , 
Eoged;derramar;verter, , , , 
Esa;Machete;
Aged;Vomitar;
Esbibbi;Cuchillo pequeño;
Esdin;Cuchillo;navaja, , , , 
Esgoro;Clavo;hierro, tachuela, , , 
Esgorodub;Cadena;
Esgoroduba;Cadena;
Esied;Raspar;cepillar, , , , 
Esigged;Desatar;desamarrar, soltar, , , 
Esirmagged;Desgarrar;romper, , , , 
Eslo;Caimito;
Esmed;Paila;
Aggaagga;Torpeza; a tiendas, , , , 
Esnali;Serrucho;
Esnar;Ancla;
Esnardub;Cadena de ancla;
Esnugar;Filo del machete;
Esanugala;Filo del machete;
Esnun;Cobre;latón, , , , 
Esnundub;Cable;cadena de cobre, , , , 
Esnunduba;Cable;Cadena de cobre, , , , 
Eswar;Chuzo;
Eswala;Chuzo;
Aggabagga;profundo;hondo, , , , 
Esweed;Perfilar cayuco;labrar, , , , 
Eye;Si;
Aye;Si;
Gaa;Ají;guindilla, picante, , , 
Gabboled;Bastón;Cayado, báculo, , , 
Gabboledi;Bastón;
Gaamagged;Andar sin rumbo;
Gabban;Campana;
Gabdagged;Soñar;
Negburdagged;Soñar;
Aggaed;aferrarse;agarrarse, , , , 
Gabed;Dormir;
Gabgi;Mientras uno duerme;dormido, , , , 
Gabi;Café;
Gabigan;Cafetal;
Gabur;Ají conguito;
Gaddig;Más aún;Todavía más, , , , 
Gaddiggi;Más áun;Todavía más, , , , 
Nabbi;Más aún;Todavía más, , , , 
Gaed;Agarrar;Detener, sujetar, , , 
Gagamagged;Cacarear;
Aggan;Hacha;
Gaga;Hierba;paja, , , , 
Gagana;Hierba;paja, , , , 
Gagandug;Guabina de arena;
Gagandugu;Guabina de arena;
Gagdar;Llorón;
Boegala;Llorón;
Gagga;Boca;Costa, , , , 
Gaya;Boca;
Gaggagannoed;Adjetivo;
Gayagannoed;Adjetivo;
Abaggar;Por si acaso;
Aggangar;mango de hacha;
Gaggan;Mentira;chisme, embuste, , , 
Gagganna;Mentira;chisme, embuste, , , 
Gaggansaed;Mentir;Falsear, timar, , , 
Gaggansili;Mentiroso;Embustero, , , , 
Gaggarmagged;Lloviznar;
Bomied;Lloviznar;
Gaggored;Sin punta;Romo, , , , 
Gaggulig;Labios;
Gayabir;Labios;
Gaglis;Saliva;baba, , , , 
Distinto;diverso;diferente, , , , 
Wii;Saliva;
Gai;Caña de azucar;
Gaya;Caña de azucar;
Gaibid;Amargo;
Gaibigaibi;Poco amargo;
Gaibigaibigwa;poco amargo;
Gaibir;Jugo fermentado de caña;
Inna;Jugo fermentada de caña;
Innagaibid;Jugo fermentada de caña;
Gaibirneg;Casa de ceremonia;Casa de chicha, , , , 
Aggala;distingo;diverso, diferente, , , 
Gaibirnega;Casa de la chicha;
Innaneg;Casa de ceremonia;
Innanega;Casa de ceremonia;
Gaigan;Cañaveral;
Gayagan;Cañaveral;
Gaigandug;Guabina de arena;
Gaigandugu;Guabina de arena;
Gainis;Jugo de caña;
Gainisa;Jugo de caña;
Gayanis;Jugo de caña;
Horqueta;palo de sosten;
Gayanisa;Jugo de caña;
Gaisuwar;Trapiche;
Gaisuwala;Trapiche;
Gaiugga;Bagazo de caña de azucar;
Gayaugga;Bagazo de caña de azucar;
Galanuggi;Poliomielitis;polio, , , , 
Gale;Con picante;pica, , , , 
Galed;Picor;
Galerba;Muy picante;
Gali;Bejuco;
Aggu;Quijada;mentón, mandíbula, maxilar, , 
Galimba;Callejones;
Galu;Pared de caña brava;Sitio sagrado, , , , 
Gamdur;Jefe de ceremonia de ceremonia de chicha;
Gamdule;Jefe de ceremonia de chicha;
Gammi;Canalete;remo, , , , 
Gammied;Remar;
Gammu;Garganta;Flauta de bambú, , , , 
Gammuburwi;Flautillas;Instrumentos musical, , , , 
Gangi;Flautillas;instrumento musical, , , , 
Gan;Silla;Asiento, Sitial, Abundancia de plural, , 
Agguar;inconcluso;fragmentario, inacabado, , , 
Gana;Silla;Sitial, abundancia de, de plural, , 
Ganbuled;Sillón;
Gandiggid;Valiente;Capaz, , , , 
Buled;Valiente;Capaz, , , , 
Buledi;Valiente;Capaz, , , , 
Gannaleged;Fortalecerse;Alentarse, , , , 
Gannar;Otra vez;de nuevo, repetido, huella, , 
Gannale;Otra vez;de nuevo, , , , 
Gannir;Gallo;gallina, , , , 
Ganir;Gallo;gallina, , , , 
Agguale;Inconcluso;fragmentario, inacabado, , , 
Ganniraggwa;Huevo de gallina;
Manisibu;Huevo de gallina;
Nuusaa;Huevo de gallina;
Gannirmassered;Gallo;
Gannirneg;Gallinero;
Gannirnega;Gallinero;
Gannirome;Gallina;
Gannoged;Consolidar;robustecer, , , , 
Ogannoged;Fortalecer;Vigorizar, , , , 
Gaobanwar;Caobo;
Aggued;defecar;excretar, deponer, , , 
Gaobanwala;Caobo;
Garagwa;Flaco;enjuto, , , , 
Garba;Cesto;Canasta, , , , 
Gardidor;Oriundo de Gardi;
Gardidola;Oriuendo de Gardi;
Gardu;Jaula;
Gardug;Jaula;
Gargwadired;Sanar los huevos;
Gargwaddired;Dislocarse un hueso;
Gargwenad;Hermano;hermana, consanguineo, , , 
Disnaed;Defecar;excretar, deponer, , , 
Gargwenmalad;Familia;
Garibed;Fuerte;Forzudo, , , , 
Galaibedi;Fuerte;Forzudo, , , , 
Garsimur;Codo;
Garson;Pantalones;
Gasbag;Soga para sostener hamaca;
Gasdibir;Muelle;Puerto, , , , 
Gasigasi;A gatas;
Gasimagged;Andar a gatas;gatear, , , , 
Gassi;Hamaca;
Sadued;Defecar;excretar, deponer, , , 
Uugassi;Hamaca;
Gaugau;Gaviota;
Diridiri;Gaviota;
Gaya;Boca;idioma, palabra, , , 
Gagga;Boca;Idioma, Costa, , , 
Gai;Caña de azucar;
Gaya;Caña de azucar;
Gayaabinnid;Antonimo;
Gayabir;Labios;
Gaggulig;Labios;
